q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
7928.46973,1.065697845,7439.69763,26.7,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.046244689,0.041789327,0.007440988,,,,,,,,,,,
10785.89987,1.296560141,8318.85813,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.062911332,0.041789327,0.009052931,,,,,,,,,,,
15835.83232,1.668407597,9491.58488,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.092366266,0.041789327,0.011649269,,,,,,,,,,,
22104.46839,2.005712192,11020.75785,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.12892958,0.041789327,0.01400442,,,,,,,,,,,
32068.41586,2.365170467,13558.60658,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.187046679,0.041789327,0.016514254,,,,,,,,,,,
43028.81924,2.632130117,16347.52741,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.250975844,0.041789327,0.018378238,,,,,,,,,,,
61626.96454,3.064185855,20112.01913,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.359453959,0.041789327,0.021394967,,,,,,,,,,,
72776.44947,3.355881436,21686.23977,,26.7,1184,46,1138,1264,0.000161,181030,0.00787,1.0926,4.99,0.218957916,401,0.0827,4848.85127,0.00017,0.00134,0.126865672,,0.424485987,0.041789327,0.023431664,,,,,,,,,,,
3770.26533,0.744329648,5065.31661,4.4,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.015520285,0.032630727,0.002800704,,,,,,,,,,,
5532.12716,0.996742552,5550.20667,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.022772984,0.032630727,0.003750463,,,,,,,,,,,
7534.13604,1.195935892,6299.78253,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.031014247,0.032630727,0.004499972,,,,,,,,,,,
11054.87147,1.723009325,6416.02533,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.045507344,0.032630727,0.006483202,,,,,,,,,,,
15836.76317,1.984638402,7979.67184,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.065191986,0.032630727,0.007467639,,,,,,,,,,,
22666.98115,2.457263542,9224.48112,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.093308557,0.032630727,0.009245995,,,,,,,,,,,
31255.86171,2.77104706,11279.44096,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.128664657,0.032630727,0.010426675,,,,,,,,,,,
44736.16359,3.5587319,12570.81591,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.184156277,0.032630727,0.013390513,,,,,,,,,,,
62514.17209,4.456274623,14028.3482,,4.4,1266,24,1242,758,0.000205,201450,0.011,0.57,4.99,0.114228457,401,0.0927,4325.782093,0.00017,0.00134,0.126865672,,0.257339393,0.032630727,0.016767715,,,,,,,,,,,
3552.27742,0.799970439,4440.51086,Turbo,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.007124918,0.019011111,0.004789229,,,,,,,,,,,
7421.76703,1.055550632,7031.18051,26.7_R-123,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.014886078,0.019011111,0.006319325,,,,,,,,,,,
10290.51064,1.363380617,7547.79004,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.02064001,0.019011111,0.008162229,,,,,,,,,,,
14255.74976,1.556120784,9161.08178,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.028593219,0.019011111,0.009316117,,,,,,,,,,,
20731.25447,1.895395803,10937.69145,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.041581348,0.019011111,0.011347275,,,,,,,,,,,
29070.28671,2.432395512,11951.29927,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.058307215,0.019011111,0.014562162,,,,,,,,,,,
40763.64846,3.410813129,11951.29927,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.08176097,0.019011111,0.02041971,,,,,,,,,,,
58615.76569,4.574647206,12813.17729,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.117567539,0.019011111,0.027387303,,,,,,,,,,,
66121.68719,4.893205093,13512.96051,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00014,0.00060476,0.231496792,,0.132622409,0.019011111,0.029294431,,,,,,,,,,,
5326.75321,0.938617592,5675.10481,4.4,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.007771004,0.016853069,0.0051982,,,,,,,,,,,
4708.50621,0.995330426,4730.59608,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.006869066,0.016853069,0.005512284,,,,,,,,,,,
7529.97178,1.257959782,5985.86051,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.010985198,0.016853069,0.006966763,,,,,,,,,,,
9766.39216,1.516995732,6437.98262,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.014247829,0.016853069,0.008401342,,,,,,,,,,,
13805.9066,1.72587846,7999.35043,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.020140927,0.016853069,0.009558165,,,,,,,,,,,
20767.20973,2.164040613,9596.49722,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.030296516,0.016853069,0.01198477,,,,,,,,,,,
29723.87389,2.730340149,10886.50947,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.043363062,0.016853069,0.015121019,,,,,,,,,,,
40516.52385,3.523920622,11497.56995,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.059108061,0.016853069,0.019515983,,,,,,,,,,,
57990.84523,4.365878678,13282.74318,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00014,0.00060476,0.231496792,,0.084600703,0.016853069,0.024178868,,,,,,,,,,,
7808.99404,3.093653892,2524.1977,GEWA-SE,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.020137824,0.03142653,0.018520955,,,,,,,,,,,
10856.13233,3.339643015,3250.68646,26.7,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.027995781,0.03142653,0.019993632,,,,,,,,,,,
15466.13511,3.558099414,4346.74058,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.03988405,0.03142653,0.021301478,,,,,,,,,,,
21482.37603,3.907992006,5497.03684,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.055398725,0.03142653,0.0233962,,,,,,,,,,,
29864.98847,4.068257255,7340.97836,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.077015796,0.03142653,0.024355669,,,,,,,,,,,
43070.7406,4.555926183,9453.78368,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.111070773,0.03142653,0.027275224,,,,,,,,,,,
60561.43693,5.151681818,11755.66331,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.15617576,0.03142653,0.030841869,,,,,,,,,,,
71001.78913,5.325715539,13331.87787,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00018,0.00094,0.191489362,,0.183099327,0.03142653,0.031883766,,,,,,,,,,,
6754.63318,4.783352387,1412.11281,4.4,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.012669538,0.027859155,0.026490898,,,,,,,,,,,
7952.86993,4.620741476,1721.12419,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.014917048,0.027859155,0.025590335,,,,,,,,,,,
11187.63656,5.11744055,2186.17812,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.020984439,0.027859155,0.028341127,,,,,,,,,,,
15722.73652,5.670058672,2772.94071,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.02949084,0.027859155,0.031401606,,,,,,,,,,,
22117.83464,6.164400856,3587.99422,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.041486005,0.027859155,0.034139344,,,,,,,,,,,
32418.56414,6.972886504,4649.23158,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.060806888,0.027859155,0.038616855,,,,,,,,,,,
43132.16896,7.461414901,5780.69569,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.080902194,0.027859155,0.041322396,,,,,,,,,,,
59850.83336,7.843733542,7630.40114,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00018,0.00094,0.191489362,,0.112261077,0.027859155,0.043439732,,,,,,,,,,,
8031.10782,3.523238263,2279.4677,GEWA-TX,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.019560022,0.028031688,0.021092772,,,,,,,,,,,
10925.52885,3.901124994,2800.60979,26.7,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.026609477,0.028031688,0.023355089,,,,,,,,,,,
14863.10275,4.00059601,3715.22211,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.036199565,0.028031688,0.023950597,,,,,,,,,,,
21821.97182,4.433650602,4921.89705,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.053148115,0.028031688,0.02654319,,,,,,,,,,,
31253.98064,4.977248937,6279.36859,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.076120076,0.028031688,0.029797581,,,,,,,,,,,
43028.81924,6.005766383,7164.58425,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.104798074,0.028031688,0.035955066,,,,,,,,,,,
61626.96454,7.548996153,8163.59729,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.150094455,0.028031688,0.045194008,,,,,,,,,,,
71846.36162,8.317192835,8638.29456,,26.7,1459.6,6.22,1453.38,1021.7,0.000409,170660,0.014984,0.097259,3.67,0.02650109,401,0.075995,5276.662938,0.00017,0.00134,0.126865672,,0.174984126,0.028031688,0.049793015,,,,,,,,,,,
4062.10224,4.044636931,1004.31814,4.4,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.007195919,0.024849678,0.022399785,,,,,,,,,,,
5742.24372,4.597178352,1249.08004,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.01017225,0.024849678,0.025459839,,,,,,,,,,,
8117.31489,4.9463134,1641.08382,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.014379633,0.024849678,0.0273934,,,,,,,,,,,
11193.09493,5.191333443,2156.11173,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.019828306,0.024849678,0.028750356,,,,,,,,,,,
16235.26571,6.054373052,2681.5767,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.028760393,0.024849678,0.033529995,,,,,,,,,,,
22666.98115,6.673351294,3396.64138,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.040154027,0.024849678,0.036957986,,,,,,,,,,,
30869.88329,6.800979437,4539.03494,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.054685276,0.024849678,0.037664809,,,,,,,,,,,
43137.47629,7.36700937,5855.49361,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.07641703,0.024849678,0.040799565,,,,,,,,,,,
61742.185,8.478119274,7282.53319,,4.4,1515,2.695,1512.305,995.26,0.000534,179710,0.017588,0.039759,3.67,0.010833515,401,0.082402,4866.386738,0.00017,0.00134,0.126865672,,0.109374836,0.024849678,0.046953052,,,,,,,,,,,
7886.06397,0.626471547,12588.06407,Turbo,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.0329746,0.029270364,0.005090126,,,,,,,,,,,
10534.2021,0.793503833,13275.55288,26.7_R-134a,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.044047461,0.029270364,0.006447275,,,,,,,,,,,
14964.85266,1.013520374,14765.22134,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.062573678,0.029270364,0.008234925,,,,,,,,,,,
21499.94599,1.482160715,14505.81288,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.089899361,0.029270364,0.012042661,,,,,,,,,,,
28719.622,1.718120116,16715.7242,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.120087542,0.029270364,0.013959848,,,,,,,,,,,
42275.11856,2.355960876,17943.89669,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.176768173,0.029270364,0.019142349,,,,,,,,,,,
58615.76569,2.940764093,19932.15499,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00014,0.00060476,0.231496792,,0.245094565,0.029270364,0.023893917,,,,,,,,,,,
7815.96878,0.758248512,10307.92498,4.4,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.022243763,0.022900805,0.005255418,,,,,,,,,,,
10912.32014,1.002370886,10886.50947,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.031055786,0.022900805,0.00694743,,,,,,,,,,,
14690.86531,1.188004563,12366.00074,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.041809292,0.022900805,0.008234057,,,,,,,,,,,
20767.20973,1.427451508,14548.45199,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.059102191,0.022900805,0.009893663,,,,,,,,,,,
28636.23662,1.863724659,15365.05754,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.081496954,0.022900805,0.012917471,,,,,,,,,,,
42543.44663,2.440745891,17430.5104,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.121076011,0.022900805,0.016916803,,,,,,,,,,,
59450.07642,2.948464462,20163.06358,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00014,0.00060476,0.231496792,,0.169191231,0.022900805,0.020435799,,,,,,,,,,,
7620.23663,0.8976772,8488.83834,GEWA-SE,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.040966812,0.048385704,0.007293691,,,,,,,,,,,
10724.12362,1.074226302,9983.11399,26.7,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.057653479,0.048385704,0.008728165,,,,,,,,,,,
15656.51566,1.406398346,11132.34789,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.08417029,0.048385704,0.011427086,,,,,,,,,,,
22285.49399,1.67159452,13331.87787,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.119808043,0.048385704,0.013581824,,,,,,,,,,,
30604.76051,2.096349597,14599.07286,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.164532877,0.048385704,0.017032989,,,,,,,,,,,
42547.00776,2.47814081,17168.9226,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.228735056,0.048385704,0.02013507,,,,,,,,,,,
59097.55819,3.031230519,19496.22697,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.317711726,0.048385704,0.024628963,,,,,,,,,,,
69285.54833,3.365361457,20587.84746,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00018,0.00094,0.191489362,,0.372482922,0.048385704,0.027343801,,,,,,,,,,,
4671.92827,0.910862296,5129.12686,4.4,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.01709488,0.037856432,0.006313184,,,,,,,,,,,
5500.70402,0.878645572,6260.4356,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.020127423,0.037856432,0.00608989,,,,,,,,,,,
8062.49476,1.120139508,7197.75948,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.029501177,0.037856432,0.007763684,,,,,,,,,,,
10885.4708,1.291276632,8430.00681,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.039830625,0.037856432,0.008949835,,,,,,,,,,,
15722.73652,1.528055399,10289.37598,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.057530486,0.037856432,0.010590948,,,,,,,,,,,
21817.10092,1.810411953,12050.90415,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.07983015,0.037856432,0.012547961,,,,,,,,,,,
31114.0881,2.384037051,13051.00862,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.113848413,0.037856432,0.016523755,,,,,,,,,,,
42008.27505,2.855973053,14708.91856,,4.4,1280.1,16.7,1263.4,1353,0.000252,195210,0.010813,0.342,4.06,0.084236453,401,0.09007,4452.092817,0.00018,0.00094,0.191489362,,0.153710931,0.037856432,0.019794742,,,,,,,,,,,
3770.45285,0.995924887,3785.88074,GEWA-TX,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00017,0.00134,0.126865672,,0.019144042,0.043158853,0.00809196,,,,,,,,,,,
